,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
436,0.3385796,0.15813106,0.5265092,0.43041438,0.24137057,0.99548864,0.29287425,0.9466011,-0.005056567,0.002851256,-0.000237827,-0.003809189,-0.004527002,-0.012853263,-0.001028471,-0.00566897,0.003311219,0.001249278,-0.006578195,0.9682047,0.99996495,0.87913185,0.9969181,-0.004397856,0.003755861,0.9072075,0.9833902,-0.002870587,0.002129435,0.59679914,0.9999993,0.9825833,0.041395012,0.4821779,0.058081888,0.47477287,0.6035538,0.073351145,0.7168713,0.06684201,0.41549397,0.05198679,0.50100106,0
437,0.42044082,0.4485095,0.2072006,0.4063443,0.49881235,0.9996445,0.5066785,0.9132945,-0.004573553,0.003203315,0.009190328,0.003878821,-0.005091578,-0.006104311,-0.006614697,-0.0006394,-0.00105409,0.000267568,-0.007170114,0.9788852,0.9999972,0.9008698,0.9996353,-0.003078195,-0.003967217,0.9134604,0.99388987,0.003915181,0.005368424,0.58771855,0.99999976,0.9960145,0.08394976,0.5585175,0.100629464,0.60169214,0.5936462,0.114559956,0.7480637,0.109444536,0.36840805,0.12725335,0.5561752,0
438,0.38869876,0.13206542,0.55749005,0.41302693,0.24099554,0.9656695,0.33586037,0.9278213,-0.003144756,0.000479191,-0.003274059,-0.002662758,-0.007563147,-0.013664582,-0.003643332,-0.004381481,-0.000363699,0.005157554,-0.003259264,0.95473224,0.99994105,0.87275624,0.9935391,-0.004334876,0.006336478,0.8979098,0.97788435,-0.001817036,-0.003895255,0.5905896,0.9999985,0.9735309,0.045977965,0.47623917,0.10983324,0.46396056,0.6147691,0.071911,0.7124787,0.07410098,0.4161055,0.05428772,0.50453466,0
439,0.36579573,0.13874312,0.56429666,0.43252802,0.24985969,0.9708011,0.3318329,0.92785096,-0.005072424,0.001275582,-0.001231442,-0.002267042,-0.002855637,-0.013163408,-0.001205378,-0.004100362,0.001985366,0.004158234,-0.004744832,0.955713,0.9999385,0.8757865,0.9936275,-0.00325556,0.005867915,0.90089935,0.97715807,-0.000985746,-0.001784822,0.59843737,0.99999875,0.97373056,0.049489226,0.47975615,0.10722839,0.47129145,0.6183444,0.07269596,0.72202307,0.07624809,0.41950706,0.05760628,0.5083931,0
440,0.34529287,0.15330909,0.5470827,0.43762955,0.22454181,0.9970426,0.29695976,0.9563169,-0.004072785,0.004857276,3.30E-05,-0.004590602,-0.009091843,-0.013090585,-0.000781577,-0.005599014,0.003718975,-0.000141931,-0.003208029,0.9729335,0.99997854,0.88447696,0.9976174,-0.002164328,0.006399212,0.91315746,0.986536,-0.002464746,-0.005756957,0.6022417,0.9999996,0.9855591,0.041754853,0.4867164,0.056538247,0.47081465,0.60697883,0.075016536,0.7172017,0.071755506,0.41667002,0.048622757,0.50767636,0
441,0.33975637,0.16392732,0.51133233,0.4338549,0.25840864,0.9928037,0.30292833,0.93718666,-0.007184672,0.002308493,0.001518465,-0.003464458,-0.002644992,-0.010410736,-5.57E-05,-0.004154105,0.003053168,0.001057194,-0.006979482,0.96374565,0.99995255,0.87715507,0.9960683,-0.005401021,0.003043228,0.90395164,0.98043686,-0.001395302,0.003243187,0.59422183,0.9999988,0.9800489,0.042568997,0.48124483,0.0686049,0.4812076,0.6078209,0.07257845,0.71866226,0.06672486,0.4164661,0.05851702,0.5036035,0
442,0.34387994,0.15711614,0.5424974,0.43819696,0.22899415,0.9923836,0.29716617,0.9477155,-0.004938467,0.004886702,-0.002270887,-0.000942741,-0.004054508,-0.014720029,-6.56E-05,-0.006132188,0.002103086,0.003108882,-0.003792541,0.9675598,0.99996555,0.881065,0.99645895,-0.003193005,0.005162922,0.9080146,0.9836257,-0.001893194,3.49E-05,0.5973507,0.99999917,0.9819447,0.044769425,0.4839713,0.07225475,0.47261637,0.6069559,0.070999384,0.71693224,0.069900565,0.41674334,0.05585303,0.5066229,0
443,0.35330883,0.22478011,0.80772066,0.82029325,0.24339366,0.56178814,0.5767021,0.85227835,-0.006089039,-0.006620567,0.007680606,-0.002038816,-0.004010087,-0.005913112,-0.007347418,-0.004450312,0.006060607,-0.002617167,0.000613648,0.9168015,0.999989,0.8948277,0.99059135,-0.003670024,0.001152929,0.91301197,0.9848691,-0.001186955,-0.000294845,0.67212117,0.99999976,0.97868663,0.13233532,0.52882,0.36792544,0.5167224,0.737135,0.14469022,0.7938487,0.15135373,0.50144035,0.106992416,0.5373046,0
444,0.3455189,0.16678506,0.51946855,0.4583894,0.23605065,0.9782789,0.3147207,0.9342903,-0.007790591,0.000434654,0.001535348,-0.001231123,0.000207912,-0.008373307,-0.000909158,-0.004045022,0.002629084,0.002291341,-0.005736813,0.960823,0.9999491,0.88487923,0.9950543,-0.004803963,0.005273774,0.9065321,0.9810454,-0.002679445,0.000346998,0.5955338,0.9999988,0.979608,0.048522234,0.48425075,0.09305121,0.4854578,0.61906844,0.061238147,0.7246413,0.068184674,0.42227158,0.06310904,0.51290995,0
445,0.34380385,0.15709351,0.54261833,0.43812838,0.22854488,0.9926439,0.29664356,0.94824654,-0.004836252,0.004969554,-0.002391701,-0.000954657,-0.004243467,-0.014812768,-0.000106476,-0.006179078,0.002092492,0.003045859,-0.00367458,0.96783143,0.9999663,0.8811365,0.9965172,-0.003156844,0.005239548,0.90820307,0.9838041,-0.001933355,-0.00010375,0.59736586,0.99999934,0.9821334,0.044669673,0.48418358,0.07169477,0.47245336,0.60676354,0.07124247,0.7167874,0.07006794,0.4167527,0.05575327,0.5066943,0
446,0.34001198,0.15436786,0.5502003,0.44042766,0.22730534,0.9956051,0.28921694,0.9567762,-0.003001213,0.007479152,-0.003746955,-0.00249553,-0.008505851,-0.015746929,-0.001297814,-0.00437951,0.003413637,0.002287125,-0.002661964,0.9720235,0.9999778,0.8839478,0.9973805,-0.001973776,0.004024255,0.91286105,0.9869668,-0.001517025,-0.001776365,0.5951771,0.9999996,0.9854164,0.042218,0.48808932,0.06519612,0.47209176,0.6071077,0.07209475,0.7185913,0.07522735,0.4172515,0.0559862,0.5075253,0
447,0.30829498,0.35702494,0.512241,0.6780389,0.2016382,0.93031013,0.49815348,0.91944253,-0.004443879,-0.002300086,0.006614409,0.000692646,0.002829698,-0.005466252,0.000783214,-0.003163101,0.009006577,-0.000875066,-0.00050171,0.9600992,0.99998707,0.91177696,0.9968746,-0.005322143,0.005293855,0.92026436,0.9902841,-0.002575927,0.001029975,0.58936054,0.9999997,0.9890241,0.08547499,0.5410867,0.19161446,0.54125535,0.681169,0.081250906,0.7585701,0.103578456,0.45561287,0.11363737,0.5853514,0
448,0.34081444,0.15755306,0.54386175,0.43934143,0.22334933,0.9957486,0.2898606,0.95634604,-0.003584744,0.006172256,-0.003904069,-0.000581658,-0.006523592,-0.014803093,-0.001273552,-0.006686587,0.002276489,0.002562161,-0.002488804,0.97210294,0.99997747,0.88253194,0.99735266,-0.002402499,0.0056115,0.91176295,0.9866732,-0.002722589,-0.00128735,0.5973223,0.9999994,0.98520327,0.043413963,0.48728377,0.062868565,0.4719835,0.60528487,0.07439402,0.7154184,0.07343507,0.41658086,0.05375448,0.50844795,0
449,0.3131533,0.23887761,0.7698378,0.811568,0.22512327,0.585743,0.5585119,0.84687686,-0.005534602,-0.001324858,0.005111906,0.002597292,-0.002724256,-0.005833734,-0.005087952,-0.00791575,0.004397624,0.001025637,-0.003006371,0.9108163,0.99997395,0.8754946,0.9872201,-0.003321034,-0.003103613,0.9028652,0.97979605,-0.001382806,0.003546631,0.6581699,0.9999997,0.973261,0.12514986,0.51930684,0.34091038,0.506314,0.725205,0.15177128,0.7758662,0.14836606,0.48814774,0.11247461,0.5380918,0
450,0.32459766,0.22555473,0.8071192,0.8367409,0.23210792,0.5765521,0.55511737,0.8453839,-0.00701596,-0.004264747,0.006698911,-0.000600497,-0.006525167,-0.003955698,-0.005825257,-0.006969964,0.005262779,-0.00034624,-0.003925979,0.90844715,0.9999848,0.87976265,0.98840886,-0.005495987,-0.003858804,0.90542555,0.98288274,-0.001940636,0.002798704,0.6754779,0.99999976,0.9769106,0.13145138,0.5213577,0.366169,0.5078238,0.7261151,0.15517783,0.7867646,0.15560053,0.49333537,0.108395435,0.5246324,0
451,0.34573978,0.1644027,0.5207515,0.4442146,0.20717278,0.98096085,0.30175775,0.9445077,-0.005227697,0.004956208,-0.000287562,-0.001403547,-0.008119894,-0.011291494,-0.002398308,-0.00074715,0.00151799,0.003157361,-0.001098357,0.96391165,0.99995077,0.88124335,0.9953965,0.001877567,0.005943469,0.903747,0.9824806,-0.001500422,-0.000848784,0.58267766,0.9999988,0.98075897,0.042118065,0.48855892,0.07334184,0.47317114,0.6069654,0.062672906,0.7092841,0.065485716,0.4156308,0.051068015,0.5055326,0
452,0.33947375,0.15787882,0.5450403,0.44131234,0.22173117,0.99677086,0.2872569,0.960219,-0.003423701,0.006474966,-0.004469917,-0.000637294,-0.007527565,-0.014345743,-0.002216686,-0.00708317,0.00256131,0.002788457,-0.002193215,0.9742216,0.99998194,0.88383436,0.9977195,-0.002008181,0.005537396,0.9141394,0.98808175,-0.003251664,-0.001929293,0.5978109,0.9999997,0.9867268,0.04280366,0.48894802,0.059185173,0.47281277,0.6056923,0.0753901,0.7156685,0.07576128,0.4164347,0.052756842,0.50958246,0
453,0.34555173,0.15823632,0.5378274,0.4408033,0.23434144,0.9878574,0.30368778,0.9410396,-0.006336996,0.003656829,-0.001385069,-0.001495335,-0.001625527,-0.012412576,-0.00056823,-0.005863937,0.002646707,0.00359495,-0.004666593,0.96402055,0.9999553,0.8811439,0.9956726,-0.003535636,0.004542404,0.9061976,0.98155516,-0.001801583,0.00072873,0.59674084,0.99999905,0.9798029,0.045903854,0.48277733,0.07987345,0.4758285,0.6102724,0.06712327,0.719632,0.068451636,0.41750184,0.05768919,0.5071756,0
454,0.33675876,0.16357842,0.48959932,0.4518836,0.22578561,0.9384074,0.30774793,0.92215455,-0.007621047,0.00025535,0.00129587,-0.000101901,0.000471923,-0.007264232,-0.003492166,0.000564111,0.003485549,0.001190018,-0.003776976,0.95096993,0.99990433,0.8727404,0.9921221,-0.004486568,0.002902454,0.893773,0.97648835,0.001762831,0.002631121,0.5774328,0.9999976,0.9744464,0.04439969,0.48066667,0.0951534,0.4808087,0.6105781,0.061534215,0.70775396,0.06453832,0.4145235,0.061967056,0.50763315,0
455,0.34491354,0.15730764,0.54093397,0.43863392,0.23205437,0.9902899,0.30085668,0.9440759,-0.005718875,0.004393512,-0.0017643,-0.001096448,-0.002686713,-0.013752403,-9.21E-05,-0.005985285,0.002280333,0.00356768,-0.004378427,0.96565306,0.99996,0.88079983,0.9960416,-0.003368558,0.004807557,0.9068778,0.9824411,-0.001667033,0.000617834,0.5971534,0.9999991,0.9806863,0.045406926,0.48291272,0.07625758,0.4739396,0.6083617,0.06917034,0.7181018,0.06904406,0.41688094,0.05663534,0.5064733,0
456,0.31397048,0.25367805,0.7384164,0.78605163,0.22323972,0.60408574,0.56102836,0.8535447,-0.005575644,-0.002001329,0.006323392,0.003509839,-0.001239674,-0.007842395,-0.002700298,-0.007622703,0.003662146,0.001110432,6.78E-05,0.9170956,0.99997026,0.8799349,0.98800135,-0.003103627,-0.001283109,0.903876,0.97942066,0.000425711,0.004048098,0.6450656,0.9999997,0.9732269,0.11988528,0.5230799,0.3207306,0.51110065,0.72106576,0.14304788,0.77092665,0.14018998,0.48150745,0.113930814,0.5500872,0
457,0.32199487,0.20930277,0.7625056,0.7828712,0.23382019,0.59319806,0.53956604,0.84570664,-0.006824988,-0.002024098,0.004547263,0.000896789,-0.002443465,-0.003993848,-0.005936935,-0.006642983,0.00355786,0.000815081,-0.004134754,0.90884346,0.99996376,0.8697187,0.9855776,-0.002721542,-0.002454815,0.89949274,0.9761684,-0.000669947,0.00228053,0.65568954,0.9999995,0.96908194,0.11861639,0.51001596,0.32492128,0.4979383,0.71612114,0.14460066,0.76957613,0.14203759,0.4821892,0.10465334,0.5298658,0
458,0.3377276,0.15825903,0.545303,0.44230688,0.22118622,0.9971666,0.2857652,0.9614236,-0.00339329,0.006449318,-0.004381713,-0.000874656,-0.007957534,-0.01416024,-0.002479751,-0.007111171,0.002818168,0.002642039,-0.002207283,0.9749543,0.99998325,0.88407433,0.99785054,-0.001829064,0.005471087,0.9148201,0.98848504,-0.003426247,-0.001985929,0.5981656,0.99999976,0.98721766,0.042532597,0.48945603,0.05702599,0.472931,0.6054388,0.07597872,0.7156261,0.076134965,0.41630656,0.052267503,0.5096292,0
459,0.33574644,0.16759929,0.5058022,0.4352104,0.26307148,0.9974674,0.30829015,0.9440899,-0.007484763,0.00143548,0.004738347,-0.005163589,-0.00537729,-0.009962167,-0.00309926,-0.005663043,0.004537234,-0.001987586,-0.007770246,0.9686447,0.999968,0.8788463,0.99732417,-0.006470117,3.91E-05,0.9078574,0.982965,-0.000571255,0.002465363,0.5959667,0.9999991,0.9838032,0.03822293,0.48538706,0.05396839,0.4869662,0.60719985,0.075293876,0.7176596,0.06386458,0.41695666,0.052787736,0.5049067,0
460,0.3114144,0.25817353,0.72074795,0.78362817,0.2237002,0.56141365,0.54581416,0.8571372,-0.005000597,0.000807637,0.004709026,0.002321014,-0.002563588,-0.00874882,-0.003355127,-0.006450558,0.005943635,-0.000629293,-0.001319905,0.9165405,0.9999675,0.8779483,0.98772603,-0.001998669,-0.004215344,0.90074676,0.9806982,0.000558243,0.004215641,0.6394952,0.99999964,0.974435,0.12099559,0.52431965,0.31090575,0.5089128,0.7166116,0.1437145,0.765574,0.13713266,0.47801274,0.11493073,0.548398,0
461,0.34427577,0.15706758,0.5420031,0.43821472,0.23035064,0.99149066,0.29877916,0.9459955,-0.005237592,0.004652359,-0.001963334,-0.00091279,-0.003405791,-0.014433481,6.78E-05,-0.006016829,0.002108611,0.003373077,-0.004193761,0.96666765,0.9999628,0.88083667,0.9962671,-0.003301434,0.004991926,0.90740955,0.98305196,-0.001744171,0.000428737,0.597273,0.9999992,0.9813289,0.045029562,0.48324144,0.07407325,0.47302577,0.60751784,0.07024823,0.71734977,0.06939105,0.4167147,0.056148026,0.506292,0
462,0.34104893,0.15633821,0.468853,0.42673495,0.22832772,0.98801863,0.38602751,0.9218725,-0.0055545,0.000517229,0.001730814,-0.004908552,-0.000513883,-0.009356958,7.11E-06,-0.003575054,0.004126362,0.005559062,-0.00879698,0.954759,0.99992114,0.86796796,0.9941326,-0.001190771,-0.002225098,0.8928285,0.9723588,0.004451765,-0.000300652,0.5744249,0.9999976,0.97354317,0.04317723,0.4740305,0.08595335,0.4782314,0.60905445,0.07171374,0.7044202,0.056376122,0.41180834,0.0544745,0.5066146,0
463,0.33604047,0.15824379,0.53663766,0.43667778,0.2336551,0.9980932,0.28394043,0.9570784,-0.004660537,0.002951545,0.000445898,-0.00414273,-0.006940049,-0.01416177,-0.001847625,-0.006942338,0.003579353,0.000377249,-0.005541094,0.97409153,0.99997973,0.8833808,0.9979837,-0.00396482,0.004633878,0.91381943,0.98718816,-0.0035255,0.001240764,0.6033969,0.9999997,0.98656434,0.040911324,0.4859296,0.046771653,0.47532496,0.6040936,0.077325195,0.71872246,0.07002225,0.4166836,0.048534796,0.50274485,0
464,0.33220953,0.23155127,0.8219412,0.8603343,0.23081422,0.58601004,0.54326457,0.8511538,-0.004837837,-0.003941749,0.004891797,0.000382503,-0.006684489,-0.002120754,-0.005697525,-0.005682522,0.006255824,0.00056794,-0.006210986,0.9087846,0.99999046,0.880788,0.9895037,-0.007867191,-0.006653938,0.90633875,0.98620653,-0.004454575,0.005895387,0.68751,0.99999976,0.98102385,0.13538855,0.52721703,0.37782657,0.511757,0.725656,0.15839116,0.7927065,0.1626215,0.49511647,0.112916745,0.51936847,0
465,0.33744627,0.1581049,0.5273313,0.43143907,0.2417246,0.9968821,0.28916878,0.9501103,-0.004970292,0.002637831,9.89E-05,-0.004533597,-0.005339568,-0.012980135,-0.00168112,-0.006249084,0.003430713,0.000532203,-0.006737114,0.9703884,0.99997085,0.8805363,0.9973846,-0.004392488,0.003557331,0.90949744,0.98471457,-0.003250996,0.002137651,0.5988501,0.9999994,0.9841355,0.0404315,0.48333555,0.052318502,0.47599602,0.6035739,0.07495817,0.71767324,0.06746051,0.41570154,0.05002638,0.50099665,0
466,0.32946268,0.19568908,0.6920772,0.7017238,0.23683715,0.68272394,0.49222347,0.8586688,-0.005393134,-0.002466353,0.003613597,0.001558303,2.88E-05,-0.003438411,-0.003936121,-0.004625354,0.00190912,0.002187831,-0.004430108,0.91521406,0.9999302,0.8627051,0.98425156,-0.003055286,-0.00163796,0.8927438,0.9710003,0.001485312,0.003737693,0.63276327,0.99999875,0.96472543,0.10009088,0.4998036,0.26519307,0.48932186,0.6891852,0.12545003,0.74840283,0.12219617,0.4610895,0.09561473,0.5257802,0
467,0.33968982,0.15780829,0.54483145,0.44097576,0.22201397,0.99661475,0.28769398,0.95957536,-0.003452027,0.006436871,-0.004366332,-0.000617637,-0.007350935,-0.014417646,-0.002054233,-0.007024276,0.002522788,0.00274961,-0.002240422,0.973867,0.9999813,0.8836047,0.9976602,-0.002074752,0.005557932,0.91373044,0.98785007,-0.003155677,-0.001822341,0.5977306,0.9999995,0.9864758,0.042902496,0.4886543,0.059805,0.47267172,0.60561544,0.0752307,0.7156129,0.07536279,0.41645512,0.052905392,0.5093702,0
468,0.3694957,0.17902038,0.65563244,0.6047527,0.26655,0.76660895,0.46870545,0.8763018,-0.006069711,-0.002429308,0.005296112,-0.001343841,0.0005522,-0.009193403,-0.001436349,-0.001017303,0.0008375,-0.001508266,-0.001396968,0.9301996,0.9999384,0.879562,0.98777324,-0.001904177,0.006081224,0.899305,0.97243905,0.004549539,0.000459502,0.6214609,0.99999887,0.96681595,0.0837413,0.49899983,0.2314267,0.49899805,0.67791015,0.10167199,0.75042814,0.105514534,0.45049462,0.08653806,0.53346664,0
469,0.3542109,0.16176392,0.70367795,0.65243834,0.25561756,0.64590204,0.47625875,0.8578198,-0.007309491,-0.000852003,0.002903646,-0.002678364,-0.002346119,-0.00430182,-0.002917779,-0.004205945,0.002660348,0.001164054,-0.005895446,0.91447234,0.99992096,0.86270005,0.9827365,-0.000776456,-3.27E-05,0.89177734,0.9672327,0.000971702,0.000491259,0.63550186,0.99999887,0.9597376,0.09529967,0.49121282,0.25564456,0.4818721,0.68287045,0.11670268,0.74741155,0.1147782,0.456253,0.086370975,0.5176033,0
470,0.3125475,0.23905882,0.7707624,0.81389797,0.22494765,0.5865784,0.5572753,0.84742135,-0.005046496,-0.001207294,0.00467199,0.002626161,-0.002499223,-0.005363552,-0.005184291,-0.007836259,0.004289594,0.00082312,-0.003323449,0.91063786,0.99997425,0.87494326,0.9872021,-0.003622569,-0.003295642,0.90270996,0.98001903,-0.001844,0.003943667,0.65870106,0.9999997,0.97352934,0.12520915,0.5193878,0.34124628,0.5058882,0.7252383,0.15256862,0.7759521,0.14923322,0.48827645,0.11322398,0.53740615,0
471,0.3466073,0.1476444,0.5510254,0.43522206,0.22969908,0.99480116,0.29783818,0.9546106,-0.002822131,0.005843093,-0.004271665,-0.001938591,-0.0079856,-0.014298375,-0.001818218,-0.005173799,0.001860865,0.002502923,-0.002910424,0.9707434,0.99997646,0.8809001,0.9971416,-0.00170613,0.006334437,0.9106103,0.98601574,-0.002187717,-0.001974477,0.5972466,0.9999995,0.9842704,0.043379225,0.4857693,0.06945598,0.47133166,0.60832226,0.076142184,0.71623415,0.075973906,0.41683987,0.05247233,0.5086489,0
472,0.32292208,0.23152602,0.80469334,0.8427869,0.22989419,0.58386785,0.5507154,0.8486536,-0.005374573,-0.003014456,0.004936577,0.000718815,-0.004967086,-0.003295648,-0.006210529,-0.00665628,0.005378943,0.000259965,-0.005443436,0.9089666,0.9999852,0.87784743,0.9884482,-0.005907365,-0.004815376,0.90488845,0.9836294,-0.003374258,0.004788787,0.67655456,0.99999976,0.9778461,0.13129146,0.5229199,0.3646053,0.5083767,0.72673625,0.15724279,0.78639793,0.15793765,0.4930268,0.11299971,0.5258562,0
473,0.34061462,0.1574798,0.5410109,0.43739378,0.22706962,0.99456257,0.2926896,0.951272,-0.004128032,0.005004773,-0.002584408,-0.00107677,-0.00532836,-0.015051292,-0.000376393,-0.005910397,0.002179468,0.002326015,-0.003283757,0.969546,0.9999705,0.88090354,0.99691427,-0.002780677,0.00540159,0.9090711,0.9847824,-0.002288847,-0.000200391,0.5974511,0.9999993,0.9833161,0.043964826,0.48495445,0.06597497,0.47175285,0.6048252,0.07342052,0.71563125,0.0703292,0.4165305,0.054753907,0.50630873,0
474,0.33781877,0.1820675,0.773364,0.7602569,0.25026852,0.59225005,0.52566373,0.84776044,-0.008299001,-0.001757999,0.003572069,-0.001403494,-0.003577849,-0.003958499,-0.006221957,-0.006063776,0.005817658,-0.000699086,-0.004796866,0.90886843,0.99996245,0.86827946,0.9850131,-0.003336177,-0.003121885,0.8994358,0.9745952,-0.002941453,0.001352061,0.6618429,0.9999996,0.9670376,0.116534084,0.5049471,0.3183815,0.49195576,0.7131106,0.14086841,0.7705729,0.13725361,0.48109448,0.09851444,0.52210164,0
475,0.33967203,0.19890352,0.4453348,0.42286575,0.28693807,0.993367,0.37093717,0.92514515,-0.007402735,0.001557573,0.006427243,-0.00249849,-0.001963496,-0.007886761,0.000955039,-0.003872256,0.004616891,0.001244535,-0.006262624,0.9616502,0.99995035,0.8750636,0.9961284,-0.001887169,-0.00159945,0.89997536,0.9778701,0.001578525,0.003952043,0.58257604,0.9999984,0.98003995,0.04602109,0.48839897,0.07528645,0.49912277,0.61312664,0.07753795,0.71617407,0.062392883,0.41449863,0.06555369,0.5161344,0
476,0.3099223,0.24688178,0.76491654,0.819324,0.22431315,0.5978897,0.5536801,0.85338145,-0.001769954,-0.002097875,0.00311522,0.002108709,-0.002235296,-0.002935975,-0.004862148,-0.007117847,0.00370216,-0.000111138,-0.002937195,0.9128352,0.9999757,0.8743337,0.9877113,-0.004548407,-0.004352694,0.90319437,0.98144704,-0.002703855,0.006534629,0.65913045,0.99999964,0.9754559,0.12442524,0.5212638,0.3365928,0.5054918,0.725095,0.15426339,0.7757854,0.15235803,0.48728338,0.11750226,0.5388996,0
477,0.33982682,0.15816782,0.5450365,0.44160968,0.22148041,0.99669415,0.28794256,0.96003777,-0.003391092,0.006621013,-0.00440047,-0.000686427,-0.007698729,-0.014312631,-0.002123013,-0.007005205,0.002554383,0.002814363,-0.002145404,0.9741026,0.9999817,0.8839157,0.9976969,-0.001809277,0.005655578,0.9140678,0.9880089,-0.003274113,-0.002114867,0.59754235,0.9999995,0.9866532,0.04279186,0.48917145,0.059396762,0.4727443,0.6058001,0.0750947,0.71560884,0.0756712,0.41656685,0.052659534,0.5096487,0
478,0.34070933,0.1576423,0.5428005,0.4384237,0.22507101,0.99496526,0.2914998,0.95318836,-0.003853174,0.005571994,-0.003123591,-0.000851291,-0.005920399,-0.01516497,-0.000623093,-0.006250458,0.002183866,0.002310064,-0.002877638,0.97049046,0.9999731,0.8814759,0.9970687,-0.002669802,0.005500493,0.9100005,0.98548293,-0.002432293,-0.000644516,0.5974089,0.9999994,0.98399544,0.043837693,0.4859983,0.06502833,0.4714807,0.6048882,0.07374006,0.7154488,0.0713752,0.41656443,0.054556753,0.5072616,0
479,0.33969575,0.15768887,0.5423111,0.43833598,0.22531848,0.99517715,0.29106134,0.9532725,-0.003863561,0.005401873,-0.002908135,-0.001041582,-0.005960961,-0.015060229,-0.00059115,-0.006120741,0.002283272,0.002135926,-0.002963034,0.9706022,0.9999732,0.8813148,0.99710447,-0.00258909,0.005493809,0.9099717,0.9854858,-0.00250959,-0.000535713,0.5974768,0.9999994,0.9840547,0.043696765,0.48584804,0.06402678,0.47147346,0.60455364,0.07392016,0.71529377,0.07103217,0.41648346,0.05436035,0.5068426,0
480,0.3485615,0.14635484,0.548366,0.43187597,0.23870564,0.9885238,0.31160337,0.939517,-0.003696702,0.002423801,-0.001089519,-0.001892854,-0.005105624,-0.014434037,-8.52E-05,-0.004207563,0.001381304,0.002861422,-0.005224313,0.9627767,0.999954,0.87548155,0.9955389,-0.002973912,0.005110498,0.9032772,0.9805944,-0.000746512,-0.000365092,0.5960778,0.9999989,0.97864896,0.045027662,0.4803315,0.083117716,0.47038352,0.60846424,0.076019,0.7161281,0.07190328,0.41576055,0.05407345,0.5047704,0
481,0.34105584,0.15751167,0.5436623,0.43900275,0.22364885,0.9955367,0.29034156,0.95562166,-0.00362051,0.006115338,-0.003801349,-0.000576279,-0.00635404,-0.014873304,-0.001106088,-0.006607503,0.002218891,0.002521352,-0.002549646,0.9717103,0.9999764,0.8823003,0.99728173,-0.002485938,0.005618573,0.9113372,0.986407,-0.002628043,-0.001176914,0.59723896,0.9999996,0.98491603,0.0435227,0.48698637,0.06351533,0.47184733,0.6052147,0.07422957,0.7153859,0.0730175,0.41661504,0.05394489,0.50826544,0
482,0.3537974,0.22552049,0.6755723,0.68515056,0.23466767,0.73485416,0.50516146,0.8814763,-0.005414473,-0.002765433,0.004685585,0.001310894,0.002490753,-0.008502327,-0.002905246,-0.001566061,0.004825794,-0.000778789,0.001593361,0.93378067,0.999966,0.889935,0.99051666,-0.004560601,0.006388135,0.90617603,0.97991675,0.001461024,0.000712336,0.62654966,0.99999946,0.97431964,0.09491975,0.51596814,0.260879,0.5107359,0.6987272,0.10803061,0.7614509,0.1150654,0.46565846,0.098109625,0.5506534,0
483,0.34299874,0.22184803,0.8254411,0.84502596,0.2389324,0.55443037,0.5651157,0.8461181,-0.006442904,-0.005370698,0.009814194,-0.001769585,-0.008137474,-0.004763153,-0.004334384,-0.005785089,0.006967762,-0.001154674,-0.002413764,0.90995663,0.99998987,0.88754016,0.98971766,-0.00814174,-0.002538073,0.9093561,0.9850748,-0.000102079,0.002598471,0.682754,0.99999976,0.97916394,0.13519095,0.52412206,0.37700135,0.51204675,0.73152685,0.1558984,0.7954112,0.15738429,0.500086,0.10756103,0.523782,0
484,0.28451484,0.3528127,0.34907418,0.59569037,0.16473253,0.6775231,0.3479772,0.9316384,-0.005602394,0.007364533,0.009609157,0.004083125,-0.005511919,-0.005856187,-0.001502928,0.001955185,-0.002135033,-0.001808532,-0.003666392,0.9593596,0.9999706,0.89788616,0.995488,-0.003561671,0.004975542,0.900657,0.99216485,0.011185162,0.005185739,0.5345502,0.999999,0.99063486,0.052707076,0.5301454,0.115104474,0.54043967,0.6436483,0.06410153,0.6992664,0.06312851,0.40424493,0.09483172,0.5608626,0
485,0.3441166,0.17298494,0.51287645,0.4683023,0.23234774,0.9757136,0.32064718,0.93356466,-0.007267655,-0.0002332,0.002884297,-0.001002083,-0.000317317,-0.00775723,-0.000754899,-0.003617228,0.002753549,0.001685271,-0.006008181,0.960623,0.99995124,0.8870125,0.99512935,-0.004588887,0.005228515,0.9075845,0.98172814,-0.002730728,0.000628272,0.59530133,0.9999988,0.9803467,0.049497373,0.48584515,0.097939484,0.48867077,0.6221968,0.059988786,0.7264509,0.06857564,0.42409903,0.06455962,0.5158088,0
